total_return,total_return_pct,final_value,sharpe_ratio,sortino_ratio,max_drawdown_pct,win_rate_pct,total_trades,init_cash,short_window,long_window,atr_mult,strategy,entry_window,exit_window,bb_period,bb_std,rsi_period,oversold,overbought,trend_ma,lookback,consec_bars,trail_atr_mult,ma_period,mom_period,min_votes,ema_period,atr_period,entry_period,exit_period,atr_stop_mult,fast,slow,signal,tenkan,kijun,senkou_b,min_agree,tf_short,tf_long,short_ma,long_ma
0.6417883223681449,64.17883223681449,164178.8322368145,1.3239311685901645,2.312853405733719,21.500967441126782,35.714285714285715,56,100000.0,,,,AggressiveMom,,,,,,,,,30.0,3.0,1.5,,,,,,,,,,,,,,,,,,,
1.3842334617329324,138.42334617329323,238423.34617329325,1.320710662361487,2.0076674271397112,41.95010065105943,80.0,6,100000.0,25.0,150.0,1.0,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3842334617329324,138.42334617329323,238423.34617329325,1.320710662361487,2.0076674271397112,41.95010065105943,80.0,6,100000.0,25.0,150.0,0.8,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5726741051163146,57.267410511631454,157267.41051163146,1.3127591975539787,2.369321708668692,14.316725146379342,33.33333333333333,45,100000.0,,,,AggressiveMom,,,,,,,,,20.0,4.0,1.5,,,,,,,,,,,,,,,,,,,
0.6086637997778775,60.86637997778775,160866.37997778776,1.3063488382918744,1.9804281677338598,13.869182731106717,87.5,9,100000.0,,,,RSIExtreme,,,,,10.0,15.0,85.0,100.0,,,,,,,,,,,,,,,,,,,,,,
0.9591987670135648,95.91987670135647,195919.8767013565,1.2967310862632622,2.068568753483136,27.36129645840218,75.0,5,100000.0,15.0,120.0,1.0,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6081760739063864,60.81760739063864,160817.60739063864,1.293538051705147,2.2684104435169408,21.112553875933063,31.372549019607842,51,100000.0,,,,AggressiveMom,,,,,,,,,50.0,2.0,1.5,,,,,,,,,,,,,,,,,,,
0.7186106340775726,71.86106340775726,171861.06340775726,1.2489284755393835,1.978809964940302,18.956599300512526,66.66666666666666,4,100000.0,30.0,150.0,1.0,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5612136225806375,156.12136225806375,256121.36225806375,1.231099617754613,1.8292665810232416,57.97177746640961,57.14285714285714,8,100000.0,25.0,100.0,1.0,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9467590351975037,94.67590351975036,194675.90351975037,1.2283927049408714,1.8273226304834984,26.300992007249533,33.33333333333333,6,100000.0,25.0,200.0,0.8,TrendMA_Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
